Simbol,Descriere
D13,*T8e *T12e*T13e*T14e*T15e*T16e*T3e*T1e*T24r
D13,*T8e *T12e*T13e*T14e*T15e*T16e*T3r*T1r
D13,*T8e *T12e*T13e*T14e*T15e*T16e*T3r
D13,*T8e *T12e*T13e*T14r*T15r*T16r
D13,*T8e *T12r *T14r*T15r*T16r
D13,*T12e *T14r*T15r*T16r *T3e*T1e*T24r
D13,*T12e *T14e*T15r*T16r *T3e*T1e*T24r
D13,*T12e *T14e*T15e*T16e*T3e*T1r
D13,*T12e *T14e*T15e*T16e*T3r*T1r
D13,*T12e *T14e*T15e*T16e*T3r
D13,*T12 r
D13,*T14r
D13,*T15r
D13,*T16r
