Simbol,Descriere
D5,*T24e*T1e*T3e*T4e*T5e
D5,*T24r
D5,*T24r*T1r
D5,*T24e*T1r
D5,*T24e*T1e*T3r*T4r*T5r
D5,*T24r*T1r*T3r*T4e*T5r
D5,*T24r*T1e*T3e*T4r*T5e
D5,*T24e*T1e*T3e*T4r*T5e
D5,*T24e*T1e*T3e*T4e*T5r
D5,*T24e*T1e*T3r*
D5,*T24e*T1e*T3r*T4e*T5r
D5,*T24e*T1r*T3r*T4r*T5r
D5,*T24e*T1r*T3r*T5r
