Simbol,Descriere
D8,*O5r*O13r*T7e*T8e*T3e*T1r*T24r
D8,*O5r*O13r*T7e*T8e*T3e*T1r
D8,*O5r*O13r*T7e*T8e*T3r
D8,*O5r*O13r*T7e*T8e
D8,*O5r*O13r*T7e*T8r
D8,*O5r*O13r*T7r
D8,*O5e*O13e*T7e*T8e*T3e*T1e*T24r
D8,*O5e*O13e*T7e*T8e*T3e*T1r*T24r
D8,*O5e*O13e*T7e*T8e*T3e*T1r
D8,*O5e*O13e*T7e*T8e*T3r
D8,*O5e*O13e*T7e*T8e
D8,*O5e*O13e*T7e*T8r
D8,*O5e*O13e*T7r
D8,*T7e*T8e*T3e*T1r*T24r
D8,*T7e*T8e*T3e*T1r
D8,*T7e*T8e*T3r
D8,*T7e*T8e
D8,*T7e*T8r
D8,*T7r*T8r
D8,*T7r
