Simbol,Descriere
D4,*O8e*T1e*T3e*T4e*T5e*T6e*T24e
D4,*O8e*T1e*T3e*T4e*T5e*T6e*T24r
D4,*O8e*T1e*T3e*T4e*T5e*T6r*T24r
D4,*O8e*T1e*T3e*T4e*T5e*T6r
D4,*O8e*T1e*T3e*T4e*T5r*T6r
D4,*O8e*T1e*T3e*T4e*T5r
D4,*O8e*T1e*T3e*T4r*T5r
D4,*O8e*T1e*T3e*T4r
D4,*O8e*T1e*T3r*T4r
D4,*O8e*T1e*T3r
D4,*O8e*T1r
D4,*O8r*T1r
D4,*O8r*T1r*T3r*T4r*T5r*T6r*T24r
D4,*O8r*T1r*T3r*T4r*T5r*T6r
D4,*O8r*T1r*T3r*T4r*T5r
D4,*O8r*T1r*T3r*T4r
D4,*O8r*T1r*T3r
D4,*O8r*T1r
D4,*T1r
D4,*T1r*T24r
D4,* T1r*T3r*T24r
